studio,domestic_gross,foreign_gross,total_gross
FoxS,2300000.0,99700.0,2399700.0
HTR,2400000.0,0.0,2400000.0
SPC,2300000.0,0.0,2300000.0
Gold.,2300000.0,0.0,2300000.0
ELS,2300000.0,0.0,2300000.0
Osci.,72600.0,2200000.0,2272600.0
Eros,2200000.0,0.0,2200000.0
SPC,2200000.0,0.0,2200000.0
Magn.,18800.0,2100000.0,2118800.0
PI,,2100000.0,
MNE,2000000.0,0.0,2000000.0
RTWC,,1900000.0,
SPC,1800000.0,0.0,1800000.0
E1,340000.0,1300000.0,1640000.0
Relbig.,1600000.0,0.0,1600000.0
MPI,102000.0,1500000.0,1602000.0
RAtt.,1600000.0,0.0,1600000.0
RTWC,357000.0,1200000.0,1557000.0
UTV,1600000.0,0.0,1600000.0
LD,1400000.0,0.0,1400000.0
RAtt.,1400000.0,0.0,1400000.0
SPC,1300000.0,0.0,1300000.0
CBS,1300000.0,0.0,1300000.0
SPC,1200000.0,0.0,1200000.0
KL,21500.0,1200000.0,1221500.0
Rela.,1200000.0,0.0,1200000.0
Gold.,1200000.0,0.0,1200000.0
MBox,38700.0,1100000.0,1138700.0
UTV,1100000.0,0.0,1100000.0
MNE,1100000.0,0.0,1100000.0
RAtt.,1100000.0,0.0,1100000.0
IFC,397000.0,635000.0,1032000.0
SPC,1000000.0,0.0,1000000.0
Cdgm.,1000000.0,0.0,1000000.0
A24,1000000.0,0.0,1000000.0
MBox,970000.0,0.0,970000.0
Eros,903000.0,0.0,903000.0
RTWC,,852000.0,
TVC,850000.0,0.0,850000.0
ATO,13500.0,794000.0,807500.0
UTV,739000.0,0.0,739000.0
Zeit.,717000.0,0.0,717000.0
Relbig.,680000.0,0.0,680000.0
Wein.,584000.0,67000.0,651000.0
Magn.,613000.0,0.0,613000.0
FEF,613000.0,0.0,613000.0
Magn.,588000.0,0.0,588000.0
Eros,582000.0,0.0,582000.0
CGld,561000.0,0.0,561000.0
IFC,553000.0,0.0,553000.0
KL,18900.0,488000.0,506900.0
LGF,495000.0,0.0,495000.0
Drft.,487000.0,0.0,487000.0
Vari.,423000.0,0.0,423000.0
Magn.,101000.0,319000.0,420000.0
Magn.,414000.0,0.0,414000.0
Eros,414000.0,0.0,414000.0
Eros,411000.0,0.0,411000.0
SPC,383000.0,0.0,383000.0
WGUSA,35100.0,347000.0,382100.0
SPC,381000.0,0.0,381000.0
Eros,370000.0,0.0,370000.0
Relbig.,342000.0,0.0,342000.0
EXCL,319000.0,0.0,319000.0
FM,5900.0,306000.0,311900.0
Eros,298000.0,0.0,298000.0
Cohen,280000.0,0.0,280000.0
UTV,271000.0,0.0,271000.0
MSF,259000.0,0.0,259000.0
MBox,100000.0,132000.0,232000.0
Eros,226000.0,0.0,226000.0
UTV,222000.0,0.0,222000.0
Cdgm.,208000.0,0.0,208000.0
UTV,203000.0,0.0,203000.0
P/108,190000.0,0.0,190000.0
Eros,167000.0,0.0,167000.0
FCW,166000.0,0.0,166000.0
SPC,149000.0,0.0,149000.0
Eros,148000.0,0.0,148000.0
Vari.,128000.0,0.0,128000.0
IFC,125000.0,0.0,125000.0
XL,117000.0,0.0,117000.0
Strand,117000.0,0.0,117000.0
TFA,112000.0,0.0,112000.0
Eros,112000.0,0.0,112000.0
Cdgm.,105000.0,0.0,105000.0
RTWC,100000.0,0.0,100000.0
EOne,92200.0,0.0,92200.0
IFC,89200.0,0.0,89200.0
WGUSA,85800.0,0.0,85800.0
EOne,81400.0,0.0,81400.0
MNE,81100.0,0.0,81100.0
KL,79800.0,0.0,79800.0
AF,76900.0,0.0,76900.0
CGld,76200.0,0.0,76200.0
Anch.,74900.0,0.0,74900.0
Trib.,70500.0,0.0,70500.0
Zeit.,68000.0,0.0,68000.0
CL,64400.0,0.0,64400.0
Distrib.,62700.0,0.0,62700.0
IFC,61800.0,0.0,61800.0
IFC,56800.0,0.0,56800.0
Eros,46700.0,0.0,46700.0
EOne,46300.0,0.0,46300.0
A24,45400.0,0.0,45400.0
P/108,42200.0,0.0,42200.0
MNE,39900.0,0.0,39900.0
Strand,39200.0,0.0,39200.0
FRun,38600.0,0.0,38600.0
IFC,38500.0,0.0,38500.0
WGUSA,37900.0,0.0,37900.0
RAtt.,36900.0,0.0,36900.0
KL,35300.0,0.0,35300.0
IFC,24500.0,0.0,24500.0
Strand,24300.0,0.0,24300.0
Distrib.,23200.0,0.0,23200.0
Magn.,21800.0,0.0,21800.0
IFC,21300.0,0.0,21300.0
GK,21000.0,0.0,21000.0
Cohen,20000.0,0.0,20000.0
IFC,19700.0,0.0,19700.0
KL,18800.0,0.0,18800.0
SD,18200.0,0.0,18200.0
Cdgm.,17200.0,0.0,17200.0
Anch.,14800.0,0.0,14800.0
CJ,14400.0,0.0,14400.0
A23,13200.0,0.0,13200.0
IFC,12200.0,0.0,12200.0
MNE,11700.0,0.0,11700.0
Cohen,11400.0,0.0,11400.0
CL,11200.0,0.0,11200.0
FM,9900.0,0.0,9900.0
EOne,9800.0,0.0,9800.0
IFC,9700.0,0.0,9700.0
IFC,9000.0,0.0,9000.0
IFC,8100.0,0.0,8100.0
CL,6900.0,0.0,6900.0
Strand,6700.0,0.0,6700.0
Strand,6500.0,0.0,6500.0
WGUSA,5300.0,0.0,5300.0
Rialto,3500.0,0.0,3500.0
Trib.,2700.0,0.0,2700.0
Vita.,1100.0,0.0,1100.0
Anch.,800.0,0.0,800.0
Magn.,700.0,0.0,700.0
Magn.,100.0,0.0,100.0
Par.,245400000.0,858600000.0,1104000000.0
WB (NL),255100000.0,700900000.0,956000000.0
BV,333200000.0,440200000.0,773400000.0
BV,241400000.0,517100000.0,758500000.0
LGF,337100000.0,418200000.0,755300000.0
Fox,233900000.0,513900000.0,747800000.0
BV,259800000.0,454500000.0,714300000.0
Fox,208500000.0,502100000.0,710600000.0
Sony,202900000.0,506100000.0,709000000.0
Par.,188000000.0,489400000.0,677400000.0
BV,222500000.0,435300000.0,657800000.0
Fox,177000000.0,444500000.0,621500000.0
WB,350100000.0,197300000.0,547400000.0
WB,200700000.0,328400000.0,529100000.0
Fox,131500000.0,368600000.0,500100000.0
Par.,191200000.0,302100000.0,493300000.0
WB,257800000.0,211400000.0,469200000.0
Uni.,126700000.0,336700000.0,463400000.0
Fox,83400000.0,289700000.0,373100000.0
WB,100200000.0,270300000.0,370500000.0
Fox,167800000.0,201600000.0,369400000.0
Fox,113700000.0,249500000.0,363200000.0
Par.,101200000.0,261399999.0,362599999.0
Fox,102400000.0,245900000.0,348300000.0
WB,106600000.0,231000000.0,337600000.0
Sony,191700000.0,139600000.0,331300000.0
Fox,124900000.0,182300000.0,307200000.0
LG/S,150900000.0,137900000.0,288800000.0
Fox,111500000.0,164200000.0,275700000.0
Uni.,150200000.0,120500000.0,270700000.0
Fox,65000000.0,203200000.0,268200000.0
WB (NL),84300000.0,172800000.0,257100000.0
Par.,72700000.0,172100000.0,244800000.0
Sony,58600000.0,184100000.0,242700000.0
Wein.,91100000.0,142400000.0,233500000.0
Uni.,92200000.0,130600000.0,222800000.0
Uni.,56300000.0,160800000.0,217100000.0
LGF,39300000.0,175300000.0,214600000.0
BV,128000000.0,85100000.0,213100000.0
Sony,85800000.0,126000000.0,211800000.0
Magn.,18100.0,205600000.0,205618100.0
BV,43600000.0,159700000.0,203300000.0
Fox,83900000.0,112800000.0,196700000.0
Sony,101500000.0,90800000.0,192300000.0
CL,778000.0,188200000.0,188978000.0
FoxS,59300000.0,115500000.0,174800000.0
Uni.,86200000.0,83600000.0,169800000.0
Uni.,115600000.0,47800000.0,163400000.0
WB (NL),47600000.0,114100000.0,161700000.0
Sony,78000000.0,77000000.0,155000000.0
Uni.,134900000.0,19500000.0,154400000.0
BV,59200000.0,92200000.0,151400000.0
Fox,82400000.0,55800000.0,138200000.0
Par.,50600000.0,84900000.0,135500000.0
Sony,85900000.0,47900000.0,133800000.0
WB,46300000.0,81700000.0,128000000.0
Sony,38500000.0,87500000.0,126000000.0
Focus,35900000.0,87800000.0,123700000.0
ORF,64300000.0,56600000.0,120900000.0
BV,5200000.0,112700000.0,117900000.0
TriS,23200000.0,94600000.0,117800000.0
CJ,2600000.0,109600000.0,112200000.0
Uni.,72000000.0,40000000.0,112000000.0
Focus,50800000.0,58400000.0,109200000.0
WB,54400000.0,53200000.0,107600000.0
Uni.,50900000.0,52700000.0,103600000.0
FoxS,42300000.0,60900000.0,103200000.0
WB,23000000.0,80000000.0,103000000.0
BV,67000000.0,34400000.0,101400000.0
TriS,91400000.0,9900000.0,101300000.0
WB (NL),84500000.0,16000000.0,100500000.0
UTV,10600000.0,89800000.0,100400000.0
Fox,50200000.0,49600000.0,99800000.0
Par.,32500000.0,58400000.0,90900000.0
BV,54200000.0,34600000.0,88800000.0
LG/S,43000000.0,45700000.0,88700000.0
SGem,30600000.0,57400000.0,88000000.0
Uni.,43100000.0,44100000.0,87200000.0
RTWC,4600000.0,82200000.0,86800000.0
LG/S,14900000.0,71300000.0,86200000.0
WB,47100000.0,37300000.0,84400000.0
BV,51200000.0,29200000.0,80400000.0
WB (NL),50500000.0,28400000.0,78900000.0
LGF,19100000.0,52100000.0,71200000.0
WGUSA,557000.0,70000000.0,70557000.0
SGem,65200000.0,5000000.0,70200000.0
Rela.,20400000.0,48500000.0,68900000.0
Sony,1000000.0,67099999.0,68099999.0
Fox,59700000.0,8100000.0,67800000.0
WB,47000000.0,20600000.0,67600000.0
Wein.,45100000.0,21900000.0,67000000.0
Par.,52100000.0,14700000.0,66800000.0
Free,60800000.0,3900000.0,64700000.0
Shout!,4100.0,64200000.0,64204100.0
Wein.,16200000.0,47300000.0,63500000.0
LG/S,18800000.0,42400000.0,61200000.0
Elev.,175000.0,60300000.0,60475000.0
WB,42000000.0,15800000.0,57800000.0
Wein.,44100000.0,10700000.0,54800000.0
SGem,52500000.0,1800000.0,54300000.0
Uni.,26300000.0,26900000.0,53200000.0
Rela.,30700000.0,21900000.0,52600000.0
FoxS,37900000.0,14600000.0,52500000.0
SPC,10500000.0,40500000.0,51000000.0
SV,2600000.0,47800000.0,50400000.0
SGem,48600000.0,365000.0,48965000.0
SPC,13100000.0,35900000.0,49000000.0
ORF,31400000.0,14500000.0,45900000.0
Rela.,38900000.0,6400000.0,45300000.0
IFC,25400000.0,19100000.0,44500000.0
Rela.,27700000.0,16300000.0,44000000.0
FIP,2500000.0,39500000.0,42000000.0
Uni.,21300000.0,20600000.0,41900000.0
WB,34300000.0,7000000.0,41300000.0
Focus,26100000.0,14400000.0,40500000.0
W/Dim.,13800000.0,25600000.0,39400000.0
Par.,33700000.0,5600000.0,39300000.0
BV,36500000.0,2800000.0,39300000.0
ORF,32400000.0,6300000.0,38700000.0
Fox,15800000.0,21100000.0,36900000.0
RAtt.,17200000.0,19000000.0,36200000.0
Rela.,26800000.0,9200000.0,36000000.0
Uni.,23400000.0,11300000.0,34700000.0
Uni.,30700000.0,2700000.0,33400000.0
Rela.,25000000.0,7500000.0,32500000.0
WGUSA,416000.0,32100000.0,32516000.0
WB,12600000.0,18500000.0,31100000.0
TriS,30100000.0,0.0,30100000.0
LG/S,28800000.0,620000.0,29420000.0
Wein.,14500000.0,14800000.0,29300000.0
CJ,137000.0,27800000.0,27937000.0
Par.,25300000.0,800000.0,26100000.0
WGUSA,7700.0,26000000.0,26007700.0
CE,15200000.0,10200000.0,25400000.0
Wein.,9600.0,25100000.0,25109600.0
Wein.,10900.0,24600000.0,24610900.0
GK,703000.0,23500000.0,24203000.0
ORF,17300000.0,6600000.0,23900000.0
Wein.,4400000.0,17900000.0,22300000.0
SPC,4000000.0,18200000.0,22200000.0
WGUSA,219000.0,21400000.0,21619000.0
BV,17800000.0,3500000.0,21300000.0
Wein.,724000.0,20300000.0,21024000.0
Par.,13400000.0,6900000.0,20300000.0
IFC,335000.0,19600000.0,19935000.0
Free,14000000.0,5700000.0,19700000.0
CE,8500000.0,10200000.0,18700000.0
FoxS,10700000.0,7900000.0,18600000.0
LGF,8500000.0,9300000.0,17800000.0
ORF,10500000.0,7000000.0,17500000.0
LGF,17400000.0,0.0,17400000.0
Elev.,43200.0,17300000.0,17343200.0
FoxS,3600000.0,13300000.0,16900000.0
Fox,2800000.0,14100000.0,16900000.0
LGF,16000000.0,364000.0,16364000.0
Magn.,3900.0,16200000.0,16203900.0
CE,3200000.0,12200000.0,15400000.0
Wein.,7800000.0,7600000.0,15400000.0
WB,8100000.0,6600000.0,14700000.0
WB,11300000.0,2800000.0,14100000.0
Magn.,507000.0,13000000.0,13507000.0
MNE,3800000.0,9600000.0,13400000.0
SPC,12100000.0,0.0,12100000.0
A24,5700000.0,6300000.0,12000000.0
Sony,6100000.0,5200000.0,11300000.0
Wein.,101000.0,10800000.0,10901000.0
Strand,59900.0,10700000.0,10759900.0
FoxS,10700000.0,0.0,10700000.0
Strand,59500.0,10500000.0,10559500.0
TriS,10400000.0,0.0,10400000.0
IFC,964000.0,9300000.0,10264000.0
Magn.,786000.0,9500000.0,10286000.0
VPD,8200.0,10100000.0,10108200.0
Drft.,303000.0,9500000.0,9803000.0
Magn.,153000.0,9600000.0,9753000.0
IFC,374000.0,8000000.0,8374000.0
Magn.,34400.0,8300000.0,8334400.0
CBS,3500000.0,4400000.0,7900000.0
FIP,616000.0,7100000.0,7716000.0
CBS,1400000.0,6100000.0,7500000.0
Cohen,339000.0,7100000.0,7439000.0
Magn.,13300.0,7200000.0,7213300.0
LGF,,7000000.0,
IFC,1400000.0,5400000.0,6800000.0
GK,71700.0,6700000.0,6771700.0
LGF,6400000.0,0.0,6400000.0
Cohen,343000.0,5900000.0,6243000.0
LGF,870000.0,5200000.0,6070000.0
IFC,3000.0,6000000.0,6003000.0
IFC,2900000.0,3000000.0,5900000.0
Wein.,2000000.0,3800000.0,5800000.0
Focus,3600000.0,1900000.0,5500000.0
A24,2600000.0,2800000.0,5400000.0
RAtt.,5300000.0,0.0,5300000.0
IFC,12000.0,5100000.0,5112000.0
GK,262000.0,4800000.0,5062000.0
Wein.,510000.0,4400000.0,4910000.0
KE,267000.0,4500000.0,4767000.0
RAtt.,4400000.0,0.0,4400000.0
SPC,4200000.0,0.0,4200000.0
Cohen,4000000.0,0.0,4000000.0
Zeit.,231000.0,3700000.0,3931000.0
RTWC,174000.0,3700000.0,3874000.0
MBox,3800000.0,0.0,3800000.0
RTWC,,3800000.0,
Magn.,1400.0,3700000.0,3701400.0
WB,3300000.0,195000.0,3495000.0
RAtt.,3500000.0,0.0,3500000.0
Shout!,,3400000.0,
EOne,3400000.0,0.0,3400000.0
A24,1000000.0,2400000.0,3400000.0
RAtt.,2200000.0,1200000.0,3400000.0
Magn.,2500.0,3300000.0,3302500.0
A24,1100000.0,2100000.0,3200000.0
Strand,8500.0,3200000.0,3208500.0
ORF,3100000.0,0.0,3100000.0
A24,3100000.0,0.0,3100000.0
Gold.,418000.0,2600000.0,3018000.0
RTWC,2800000.0,202000.0,3002000.0
MBox,150000.0,2600000.0,2750000.0
WB,2700000.0,0.0,2700000.0
SPC,2600000.0,0.0,2600000.0
Outs,11600.0,2600000.0,2611600.0
MBox,307000.0,2200000.0,2507000.0
UTV,2500000.0,0.0,2500000.0
Focus,2500000.0,0.0,2500000.0
Saban,2400000.0,0.0,2400000.0
RAtt.,42500.0,2400000.0,2442500.0
PH,333000.0,2000000.0,2333000.0
KL,11600.0,2300000.0,2311600.0
CJ,2300000.0,0.0,2300000.0
SPC,2300000.0,0.0,2300000.0
KL,9800.0,2200000.0,2209800.0
Par.,706000.0,1500000.0,2206000.0
UTV,2200000.0,0.0,2200000.0
Magn.,327000.0,1900000.0,2227000.0
MBox,2200000.0,0.0,2200000.0
RAtt.,2100000.0,0.0,2100000.0
Drft.,280000.0,1800000.0,2080000.0
SPC,1900000.0,0.0,1900000.0
A24,1800000.0,0.0,1800000.0
CF&SR,1500000.0,0.0,1500000.0
RTWC,1500000.0,0.0,1500000.0
IFC,1500000.0,0.0,1500000.0
HTR,125000.0,1300000.0,1425000.0
Trib.,21800.0,1400000.0,1421800.0
A24,1400000.0,0.0,1400000.0
Magn.,1400000.0,0.0,1400000.0
Shout!,1500.0,1300000.0,1301500.0
Distrib.,75500.0,1200000.0,1275500.0
Eros,1300000.0,0.0,1300000.0
FM,32299.0,1200000.0,1232299.0
Eros,1200000.0,0.0,1200000.0
Drft.,28500.0,1200000.0,1228500.0
Triu,1200000.0,0.0,1200000.0
Strand,101000.0,1100000.0,1201000.0
FM,56800.0,1100000.0,1156800.0
Rela.,1100000.0,0.0,1100000.0
SPC,1100000.0,0.0,1100000.0
A24,1100000.0,0.0,1100000.0
A24,1100000.0,0.0,1100000.0
DR,800.0,1100000.0,1100800.0
Crnth,,1100000.0,
UTV,1000000.0,0.0,1000000.0
SPC,1000000.0,0.0,1000000.0
Drft.,57500.0,952000.0,1009500.0
Wein.,588000.0,397000.0,985000.0
Eros,921000.0,0.0,921000.0
GK,858000.0,0.0,858000.0
Eros,817000.0,0.0,817000.0
MBox,3300.0,797000.0,800300.0
Ampl.,258000.0,513000.0,771000.0
Trib.,768000.0,0.0,768000.0
Eros,731000.0,0.0,731000.0
UTV,711000.0,0.0,711000.0
Relbig.,707000.0,0.0,707000.0
Relbig.,646000.0,0.0,646000.0
Magn.,645000.0,0.0,645000.0
Eros,621000.0,0.0,621000.0
Focus,601000.0,0.0,601000.0
CL,569000.0,0.0,569000.0
UTV,529000.0,0.0,529000.0
FoxS,524000.0,0.0,524000.0
RTWC,513000.0,0.0,513000.0
KL,7800.0,492000.0,499800.0
KL,492000.0,0.0,492000.0
Drft.,138000.0,318000.0,456000.0
RAtt.,444000.0,0.0,444000.0
CP,128000.0,306000.0,434000.0
CL,431000.0,0.0,431000.0
CL,428000.0,0.0,428000.0
KL,390000.0,0.0,390000.0
Relbig.,380000.0,0.0,380000.0
CL,375000.0,0.0,375000.0
RAtt.,373000.0,0.0,373000.0
AF,356000.0,0.0,356000.0
IFC,350000.0,0.0,350000.0
XL,341000.0,0.0,341000.0
FoxS,336000.0,0.0,336000.0
MBox,62500.0,265000.0,327500.0
Cohen,317000.0,0.0,317000.0
Eros,314000.0,0.0,314000.0
Proud,310000.0,0.0,310000.0
BGP,38100.0,267000.0,305100.0
Abk.,294000.0,0.0,294000.0
MNE,286000.0,0.0,286000.0
Eros,275000.0,0.0,275000.0
Cdgm.,272000.0,0.0,272000.0
CL,272000.0,0.0,272000.0
RAtt.,265000.0,0.0,265000.0
MBox,258000.0,0.0,258000.0
Eros,257000.0,0.0,257000.0
IFC,255000.0,0.0,255000.0
CJ,252000.0,0.0,252000.0
DLA,236000.0,0.0,236000.0
EOne,5500.0,222000.0,227500.0
CL,209000.0,0.0,209000.0
AF,202000.0,0.0,202000.0
Magn.,200000.0,0.0,200000.0
Trib.,200000.0,0.0,200000.0
Magn.,181000.0,0.0,181000.0
CL,172000.0,0.0,172000.0
IFC,170000.0,0.0,170000.0
KL,4500.0,154000.0,158500.0
WB,139000.0,0.0,139000.0
Cohen,22000.0,112000.0,134000.0
FM,134000.0,0.0,134000.0
Zeit.,116000.0,0.0,116000.0
Magn.,3500.0,99700.0,103200.0
CL,103000.0,0.0,103000.0
Ampl.,103000.0,0.0,103000.0
IFC,100000.0,0.0,100000.0
Zeit.,97200.0,0.0,97200.0
EOne,92400.0,0.0,92400.0
Mont.,91400.0,0.0,91400.0
Cohen,89700.0,0.0,89700.0
A24,88300.0,0.0,88300.0
B360,87900.0,0.0,87900.0
Gold.,75100.0,0.0,75100.0
SPC,67400.0,0.0,67400.0
SPC,66600.0,0.0,66600.0
UTV,63600.0,0.0,63600.0
CJ,63100.0,0.0,63100.0
IFC,61100.0,0.0,61100.0
Zeit.,60500.0,0.0,60500.0
FCW,59200.0,0.0,59200.0
KL,58700.0,0.0,58700.0
Gold.,58300.0,0.0,58300.0
KL,56800.0,0.0,56800.0
BWP,56100.0,0.0,56100.0
Trib.,54900.0,0.0,54900.0
Mont.,54500.0,0.0,54500.0
IFC,54000.0,0.0,54000.0
FM,53900.0,0.0,53900.0
Strand,52200.0,0.0,52200.0
EOne,48400.0,0.0,48400.0
Rialto,47700.0,0.0,47700.0
SEA,45400.0,0.0,45400.0
Crnth,11300.0,27000.0,38300.0
Magn.,33800.0,0.0,33800.0
Magn.,32200.0,0.0,32200.0
IFC,32100.0,0.0,32100.0
Vari.,28100.0,0.0,28100.0
Strand,27100.0,0.0,27100.0
IFC,25400.0,0.0,25400.0
BWP,23300.0,0.0,23300.0
KL,21300.0,0.0,21300.0
RME,19500.0,0.0,19500.0
Magn.,18700.0,0.0,18700.0
EOne,18600.0,0.0,18600.0
KL,16700.0,0.0,16700.0
KL,14800.0,0.0,14800.0
RTWC,13800.0,0.0,13800.0
IFC,13300.0,0.0,13300.0
WGUSA,12700.0,0.0,12700.0
KE,12100.0,0.0,12100.0
Free,11800.0,0.0,11800.0
EOne,11500.0,0.0,11500.0
Strand,11300.0,0.0,11300.0
CGld,10400.0,0.0,10400.0
Mont.,8500.0,0.0,8500.0
FCW,8400.0,0.0,8400.0
Strand,8200.0,0.0,8200.0
WGUSA,7900.0,0.0,7900.0
CLS,7400.0,0.0,7400.0
,7100.0,0.0,7100.0
WGUSA,6900.0,0.0,6900.0
Magn.,6900.0,0.0,6900.0
MNE,6500.0,0.0,6500.0
KS,5900.0,0.0,5900.0
FM,5800.0,0.0,5800.0
RAtt.,5700.0,0.0,5700.0
VE,4300.0,0.0,4300.0
Cdgm.,1800.0,0.0,1800.0
Free,1700.0,0.0,1700.0
BV,936700000.0,0.0,936700000.0
Uni.,652300000.0,0.0,652300000.0
Uni.,353000000.0,0.0,353000000.0
BV,459000000.0,946400000.0,1405400000.0
Uni.,336000000.0,823400000.0,1159400000.0
Sony,200100000.0,680600000.0,880700000.0
BV,356500000.0,501100000.0,857600000.0
Par.,195000000.0,487700000.0,682700000.0
LGF,281700000.0,371700000.0,653400000.0
Fox,228400000.0,401700000.0,630100000.0
Uni.,166200000.0,404800000.0,571000000.0
BV,201200000.0,342400000.0,543600000.0
Fox,183600000.0,349300000.0,532900000.0
BV,180200000.0,339100000.0,519300000.0
Sony,169700000.0,305100000.0,474800000.0
WB (NL),155200000.0,318800000.0,474000000.0
Par.,89800000.0,350800000.0,440600000.0
Fox,128300000.0,286100000.0,414400000.0
Fox,177400000.0,208600000.0,386000000.0
WB,153600000.0,224800000.0,378400000.0
BV,123100000.0,209100000.0,332200000.0
Fox,89300000.0,237200000.0,326500000.0
Par.,163000000.0,162200000.0,325200000.0
Fox,81700000.0,230600000.0,312300000.0
LG/S,130199999.0,167100000.0,297299999.0
Uni.,184300000.0,103200000.0,287500000.0
W/Dim.,76300000.0,191800000.0,268100000.0
WGUSA,1200000.0,258100000.0,259300000.0
WGUSA,1300000.0,255000000.0,256300000.0
Fox,130199999.0,116100000.0,246299999.0
Sony,78700000.0,166100000.0,244800000.0
Par.,150400000.0,92400000.0,242800000.0
Fox,110800000.0,124800000.0,235600000.0
Fox,85900000.0,148900000.0,234800000.0
CL,1300000.0,226800000.0,228100000.0
Uni.,81500000.0,135200000.0,216700000.0
BV,93400000.0,115700000.0,209100000.0
Uni.,43500000.0,159900000.0,203400000.0
Uni.,161200000.0,40400000.0,201600000.0
WB,75800000.0,118800000.0,194600000.0
WB,47400000.0,136600000.0,184000000.0
WB (NL),109800000.0,63800000.0,173600000.0
Fox,56100000.0,111900000.0,168000000.0
BV,72300000.0,93200000.0,165500000.0
WB,53900000.0,105200000.0,159100000.0
Wein.,54100000.0,101600000.0,155700000.0
Sony,80100000.0,70100000.0,150200000.0
LG/S,27400000.0,119600000.0,147000000.0
WGUSA,229000.0,141400000.0,141629000.0
Uni.,110200000.0,30600000.0,140800000.0
CL,1400000.0,137800000.0,139200000.0
WB,28800000.0,104900000.0,133700000.0
Par.,70300000.0,63200000.0,133500000.0
WB,35100000.0,93300000.0,128400000.0
Sony,211000.0,125600000.0,125811000.0
WB,66000000.0,56500000.0,122500000.0
LGP,74100.0,121500000.0,121574100.0
Uni.,17200000.0,97000000.0,114200000.0
Focus,52200000.0,60800000.0,113000000.0
WB,90400000.0,21400000.0,111800000.0
WB,45400000.0,64400000.0,109800000.0
Sony,71000000.0,36600000.0,107600000.0
LGF,19400000.0,86800000.0,106200000.0
Uni.,87000000.0,18000000.0,105000000.0
WB (NL),58900000.0,46000000.0,104900000.0
Sony,31600000.0,70500000.0,102100000.0
Fox,56500000.0,44700000.0,101200000.0
WB,62600000.0,37200000.0,99800000.0
CL,131000.0,98500000.0,98631000.0
Uni.,65200000.0,33200000.0,98400000.0
ORF,45100000.0,53200000.0,98300000.0
Fox,47400000.0,48000000.0,95400000.0
WB,25000000.0,68900000.0,93900000.0
Wein.,52400000.0,39500000.0,91900000.0
FoxS,33100000.0,52900000.0,86000000.0
Fox,32000000.0,53500000.0,85500000.0
LGF,46900000.0,38000000.0,84900000.0
Fox,22500000.0,59900000.0,82400000.0
SGem,64500000.0,15300000.0,79800000.0
Par.,18300000.0,60600000.0,78900000.0
Uni.,31100000.0,43600000.0,74700000.0
EC,16000000.0,56600000.0,72600000.0
WB,26500000.0,45200000.0,71700000.0
TriS,67800000.0,0.0,67800000.0
LGF,42600000.0,23000000.0,65600000.0
Focus,11100000.0,53100000.0,64200000.0
Uni.,32500000.0,31600000.0,64100000.0
Fox,37400000.0,25500000.0,62900000.0
FoxS,38300000.0,23800000.0,62100000.0
FUN,8000000.0,53800000.0,61800000.0
Wein.,33299999.0,28300000.0,61599999.0
Uni.,42700000.0,18800000.0,61500000.0
TriS,10100000.0,51000000.0,61100000.0
SGem,57000000.0,3200000.0,60200000.0
STX,43800000.0,15200000.0,59000000.0
Wein.,27300000.0,27100000.0,54400000.0
Focus,27700000.0,25100000.0,52800000.0
FIP,4400000.0,48200000.0,52600000.0
Uni.,35400000.0,17000000.0,52400000.0
Sony,43000000.0,9300000.0,52300000.0
WB (NL),34600000.0,17100000.0,51700000.0
MBox,944000.0,50200000.0,51144000.0
CJ,697000.0,49800000.0,50497000.0
AR,,49600000.0,
WB,32400000.0,16900000.0,49300000.0
Rela.,26500000.0,22400000.0,48900000.0
Sony,34500000.0,14100000.0,48600000.0
LGF,7700000.0,39600000.0,47300000.0
SPC,378000.0,46400000.0,46778000.0
BV,44500000.0,1200000.0,45700000.0
WB,42700000.0,1300000.0,44000000.0
SPC,18800000.0,25100000.0,43900000.0
LGF,34000000.0,9500000.0,43500000.0
Uni.,1900000.0,41100000.0,43000000.0
WB (NL),22800000.0,20200000.0,43000000.0
LGF,26300000.0,16100000.0,42400000.0
SPC,10000000.0,31400000.0,41400000.0
TriS,26800000.0,14500000.0,41300000.0
Wein.,12700000.0,27600000.0,40300000.0
Rela.,25800000.0,12600000.0,38400000.0
WB,4200000.0,34000000.0,38200000.0
BG,29500000.0,8000000.0,37500000.0
A24,25400000.0,11400000.0,36800000.0
Wein.,13700000.0,23000000.0,36700000.0
A24,14700000.0,20700000.0,35400000.0
STX,20200000.0,14700000.0,34900000.0
Uni.,17800000.0,16700000.0,34500000.0
Fox,5800000.0,28500000.0,34300000.0
Par.,22300000.0,10900000.0,33200000.0
Focus,12300000.0,18200000.0,30500000.0
FoxS,12200000.0,18000000.0,30200000.0
RAtt.,17700000.0,11600000.0,29300000.0
RAtt.,12600000.0,16100000.0,28700000.0
SPC,4000000.0,23400000.0,27400000.0
LGF,14400000.0,12700000.0,27100000.0
SPC,3100000.0,23900000.0,27000000.0
Sony,21100000.0,5200000.0,26300000.0
TFA,20400.0,25600000.0,25620400.0
WB,12200000.0,12700000.0,24900000.0
Par.,6700.0,24600000.0,24606700.0
ORF,10700000.0,13500000.0,24200000.0
CL,287000.0,21500000.0,21787000.0
Rela.,21600000.0,0.0,21600000.0
