studio,domestic_gross,foreign_gross,total_gross
IFC,24800.0,0.0,24800.0
Ghop,24500.0,0.0,24500.0
FR,24100.0,0.0,24100.0
Eros,22100.0,0.0,22100.0
FCW,21300.0,0.0,21300.0
A24,20400.0,0.0,20400.0
CZ,18100.0,0.0,18100.0
Scre.,15700.0,0.0,15700.0
FRun,14900.0,0.0,14900.0
CJ,14800.0,0.0,14800.0
A24,13200.0,0.0,13200.0
FM,12800.0,0.0,12800.0
Magn.,12500.0,0.0,12500.0
Strand,12500.0,0.0,12500.0
Zeit.,11700.0,0.0,11700.0
EpicPics,11300.0,0.0,11300.0
KL,10300.0,0.0,10300.0
MR,9000.0,0.0,9000.0
FR,8900.0,0.0,8900.0
Magn.,8900.0,0.0,8900.0
A24,8300.0,0.0,8300.0
FM,8100.0,0.0,8100.0
Crnth,7600.0,0.0,7600.0
BBC,7500.0,0.0,7500.0
Crnth,6200.0,0.0,6200.0
Drft.,5700.0,0.0,5700.0
FCW,4600.0,0.0,4600.0
Distrib.,3100.0,0.0,3100.0
Distrib.,1600.0,0.0,1600.0
Distrib.,800.0,0.0,800.0
Distrib.,800.0,0.0,800.0
Distrib.,700.0,0.0,700.0
KL,300.0,0.0,300.0
Magn.,300.0,0.0,300.0
BV,620200000.0,712400000.0,1332600000.0
BV,504000000.0,759500000.0,1263500000.0
Uni.,226000000.0,0.0,226000000.0
Uni.,264600000.0,770200000.0,1034800000.0
Sony,404500000.0,557600000.0,962100000.0
Sony,334200000.0,546000000.0,880200000.0
HC,2700000.0,867600000.0,870300000.0
BV,389800000.0,473900000.0,863700000.0
BV,315100000.0,538900000.0,854000000.0
WB,412600000.0,409300000.0,821900000.0
BV,209700000.0,597400000.0,807100000.0
BV,172600000.0,622300000.0,794900000.0
WB (NL),327500000.0,372900000.0,700400000.0
WB,229000000.0,428900000.0,657900000.0
Fox,226300000.0,392700000.0,619000000.0
Par.,130199999.0,475300000.0,605499999.0
WB,168100000.0,398600000.0,566700000.0
Fox,175000000.0,353000000.0,528000000.0
WB,188000000.0,337200000.0,525200000.0
Fox,146900000.0,343800000.0,490700000.0
Fox,174300000.0,260700000.0,435000000.0
Fox,100200000.0,310700000.0,410900000.0
Uni.,80200000.0,329000000.0,409200000.0
BV,152900000.0,231000000.0,383900000.0
Uni.,114600000.0,267000000.0,381600000.0
FUN,5000000.0,353000000.0,358000000.0
Fox,102800000.0,250000000.0,352800000.0
Par.,44900000.0,301200000.0,346100000.0
Uni.,45500000.0,289400000.0,334900000.0
SGem,26800000.0,285400000.0,312200000.0
WB,175800000.0,136200000.0,312000000.0
WB (NL),102100000.0,204400000.0,306500000.0
LGF,132400000.0,173500000.0,305900000.0
Fox,84400000.0,211700000.0,296100000.0
Uni.,138300000.0,140200000.0,278500000.0
WB,92100000.0,167200000.0,259300000.0
Uni.,176000000.0,79400000.0,255400000.0
WGUSA,363000.0,253800000.0,254163000.0
GrtIndia,20200000.0,234000000.0,254200000.0
Sony,880000.0,245700000.0,246580000.0
Fox,74300000.0,166600000.0,240900000.0
TriS,107800000.0,119100000.0,226900000.0
STX,41200000.0,184700000.0,225900000.0
WB,33700000.0,187900000.0,221600000.0
Sony,86100000.0,131699999.0,217799999.0
Uni.,64500000.0,140500000.0,205000000.0
Sony,45000000.0,152200000.0,197200000.0
FoxS,63900000.0,131400000.0,195300000.0
Uni.,104900000.0,80500000.0,185400000.0
Par.,104000000.0,76600000.0,180600000.0
Fox,81900000.0,97900000.0,179800000.0
Par.,58100000.0,119800000.0,177900000.0
LG/S,75500000.0,101100000.0,176600000.0
LG/S,92000000.0,79500000.0,171500000.0
Par.,40600000.0,129199999.0,169799999.0
FoxS,54500000.0,104700000.0,159200000.0
CL,472000.0,150600000.0,151072000.0
Focus,56500000.0,94400000.0,150900000.0
WB,39200000.0,109500000.0,148700000.0
STX,34400000.0,111000000.0,145400000.0
LGF,85400000.0,57000000.0,142400000.0
Uni.,115200000.0,25400000.0,140600000.0
Uni.,51300000.0,83500000.0,134800000.0
STX,72100000.0,58400000.0,130500000.0
Fox,73900000.0,51600000.0,125500000.0
Uni.,55700000.0,69800000.0,125500000.0
WB,59300000.0,63800000.0,123100000.0
,,122000000.0,
Sony,50700000.0,62500000.0,113200000.0
CL,293000.0,109300000.0,109593000.0
Wein.,21900000.0,81400000.0,103300000.0
LGF,38100000.0,64900000.0,103000000.0
WGUSA,218000.0,102000000.0,102218000.0
Sony,30200000.0,70300000.0,100500000.0
Focus,51700000.0,48300000.0,100000000.0
LG/S,57400000.0,39600000.0,97000000.0
CL,100000.0,95600000.0,95700000.0
Yash,5600000.0,81800000.0,87400000.0
WB (NL),45000000.0,39900000.0,84900000.0
Par.,27800000.0,55300000.0,83100000.0
WGUSA,1500000.0,80100000.0,81600000.0
SGem,30400000.0,50700000.0,81100000.0
A24,49000000.0,30000000.0,79000000.0
LGF,36200000.0,31000000.0,67200000.0
FUN,424000.0,65800000.0,66224000.0
Focus,22200000.0,43200000.0,65400000.0
ORF,28400000.0,36800000.0,65200000.0
Par.,33400000.0,31100000.0,64500000.0
Fox,30300000.0,32500000.0,62800000.0
Sony,40900000.0,22000000.0,62900000.0
PNT,32100000.0,29700000.0,61800000.0
WB,34100000.0,27500000.0,61600000.0
Fox,45900000.0,15000000.0,60900000.0
LGF,21900000.0,38400000.0,60300000.0
STX,28800000.0,30500000.0,59300000.0
TriS,25100000.0,31900000.0,57000000.0
LGF,42900000.0,13500000.0,56400000.0
CJ,476000.0,55500000.0,55976000.0
Par.,24400000.0,30600000.0,55000000.0
Neon,30000000.0,23900000.0,53900000.0
BST,27800000.0,20700000.0,48500000.0
LGF,47300000.0,1000000.0,48300000.0
Focus,21200000.0,26600000.0,47800000.0
Sony,22100000.0,25200000.0,47300000.0
CJ,1100000.0,45000000.0,46100000.0
Sony,16900000.0,28300000.0,45200000.0
LG/S,44900000.0,0.0,44900000.0
Par.,17800000.0,26700000.0,44500000.0
ENTMP,44300000.0,0.0,44300000.0
Uni.,6700000.0,36400000.0,43100000.0
FoxS,24800000.0,18200000.0,43000000.0
Good Deed,6700000.0,35500000.0,42200000.0
SPC,18100000.0,23800000.0,41900000.0
TriS,2400000.0,39300000.0,41700000.0
WB (NL),32200000.0,8900000.0,41100000.0
Fox,20700000.0,19400000.0,40100000.0
WB (NL),25600000.0,8600000.0,34200000.0
ParC,5900.0,34200000.0,34205900.0
Wein.,33800000.0,0.0,33800000.0
ORF,20800000.0,12100000.0,32900000.0
Aviron,31000000.0,0.0,31000000.0
A24,21100000.0,8700000.0,29800000.0
ENTMP,29800000.0,0.0,29800000.0
Focus,10700000.0,16700000.0,27400000.0
ORF,27000000.0,0.0,27000000.0
FIP,1400000.0,25500000.0,26900000.0
WB,18600000.0,8199999.0,26799999.0
STX,22400000.0,4300000.0,26700000.0
Fox,8100000.0,18500000.0,26600000.0
Focus,17600000.0,8600000.0,26200000.0
Sony,18300000.0,7400000.0,25700000.0
WB,17500000.0,8100000.0,25600000.0
FIP,2000000.0,23200000.0,25200000.0
BV,13900000.0,11200000.0,25100000.0
Wein.,12800000.0,11300000.0,24100000.0
FIP,1700000.0,21300000.0,23000000.0
LGF,17300000.0,4600000.0,21900000.0
Elev.,1500000.0,19200000.0,20700000.0
STX,20500000.0,0.0,20500000.0
A24,14000000.0,5300000.0,19300000.0
BST,8600000.0,10700000.0,19300000.0
WB,11400000.0,6400000.0,17800000.0
PFR,14700000.0,3000000.0,17700000.0
Annapurna,16800000.0,0.0,16800000.0
Amazon,1400000.0,14500000.0,15900000.0
Wein.,7200000.0,7700000.0,14900000.0
STX,7900000.0,6900000.0,14800000.0
BG,14300000.0,0.0,14300000.0
FoxS,3900000.0,9900000.0,13800000.0
Sony,12000000.0,1100000.0,13100000.0
Sony,759000.0,12100000.0,12859000.0
FoxS,12600000.0,0.0,12600000.0
ORF,8199999.0,4200000.0,12399999.0
ORF,12200000.0,0.0,12200000.0
BBC,81300.0,11600000.0,11681300.0
Uni.,9500000.0,0.0,9500000.0
LG/S,9400000.0,0.0,9400000.0
FoxS,2700000.0,6500000.0,9200000.0
FR,211000.0,8800000.0,9011000.0
RAtt.,4200000.0,4200000.0,8400000.0
Wein.,2500000.0,5900000.0,8400000.0
IFC,1100000.0,6700000.0,7800000.0
W/Dim.,700.0,7700000.0,7700700.0
BG,6100000.0,1600000.0,7700000.0
RAtt.,7100000.0,310000.0,7410000.0
Magn.,7100000.0,0.0,7100000.0
SPC,922000.0,5700000.0,6622000.0
IFC,47700.0,6500000.0,6547700.0
SPC,6200000.0,0.0,6200000.0
Affirm,5800000.0,140000.0,5940000.0
A24,5900000.0,0.0,5900000.0
Par.,5800000.0,0.0,5800000.0
BST,5700000.0,0.0,5700000.0
SPC,5600000.0,0.0,5600000.0
FIP,468000.0,5000000.0,5468000.0
FIP,356000.0,5000000.0,5356000.0
Par.,3500000.0,1900000.0,5400000.0
FoxS,3600000.0,1400000.0,5000000.0
ORF,2300000.0,2500000.0,4800000.0
RAtt.,1800000.0,2700000.0,4500000.0
SPC,769000.0,3600000.0,4369000.0
Distrib.,1000000.0,2900000.0,3900000.0
Annapurna,2100000.0,1700000.0,3800000.0
ENTMP,3800000.0,0.0,3800000.0
STX,3600000.0,0.0,3600000.0
RAtt.,1100000.0,2200000.0,3300000.0
SPC,3200000.0,0.0,3200000.0
FCW,515000.0,2600000.0,3115000.0
Neon,3000000.0,0.0,3000000.0
FIP,410000.0,2500000.0,2910000.0
Imax,1500000.0,1300000.0,2800000.0
Osci.,2800000.0,0.0,2800000.0
RAtt.,624000.0,1900000.0,2524000.0
PNT,2500000.0,0.0,2500000.0
Sony,97000.0,2400000.0,2497000.0
Cohen,2400000.0,0.0,2400000.0
Fathom,2400000.0,0.0,2400000.0
Scre.,2300000.0,0.0,2300000.0
PNT,2200000.0,0.0,2200000.0
A24,2000000.0,0.0,2000000.0
PNT,1900000.0,0.0,1900000.0
WGUSA,1900000.0,0.0,1900000.0
CL,1900000.0,0.0,1900000.0
LGF,965000.0,904000.0,1869000.0
MBox,1900000.0,0.0,1900000.0
A24,1800000.0,0.0,1800000.0
BST,1800000.0,0.0,1800000.0
Magn.,528000.0,1300000.0,1828000.0
Abr.,1700000.0,0.0,1700000.0
A24,1600000.0,0.0,1600000.0
Magn.,1500000.0,0.0,1500000.0
FoxS,800000.0,682000.0,1482000.0
RAtt.,1400000.0,0.0,1400000.0
IFC,1300000.0,0.0,1300000.0
Cohen,1300000.0,0.0,1300000.0
CBS,1300000.0,0.0,1300000.0
PNT,1200000.0,0.0,1200000.0
MOM,14800.0,1100000.0,1114800.0
RAtt.,1100000.0,0.0,1100000.0
SPC,1000000.0,0.0,1000000.0
SV,1000000.0,0.0,1000000.0
Magn.,956000.0,0.0,956000.0
Cohen,954000.0,0.0,954000.0
Yash,930000.0,0.0,930000.0
MBox,881000.0,0.0,881000.0
Zeit.,820000.0,0.0,820000.0
Gathr,727000.0,0.0,727000.0
BG,123000.0,578000.0,701000.0
Par.,692000.0,0.0,692000.0
Osci.,692000.0,0.0,692000.0
Eros,690000.0,0.0,690000.0
MBox,604000.0,0.0,604000.0
Wein.,156000.0,375000.0,531000.0
FUN,519000.0,0.0,519000.0
CJ,507000.0,0.0,507000.0
Vita.,360000.0,143000.0,503000.0
BST,490000.0,0.0,490000.0
BG,444000.0,0.0,444000.0
KL,378000.0,0.0,378000.0
Orion,336000.0,0.0,336000.0
GK,312000.0,0.0,312000.0
Elev.,310000.0,0.0,310000.0
GK,310000.0,0.0,310000.0
SPC,302000.0,0.0,302000.0
FM,272000.0,0.0,272000.0
IFC,263000.0,0.0,263000.0
IFC,260000.0,0.0,260000.0
Magn.,258000.0,0.0,258000.0
CJ,253000.0,0.0,253000.0
FUN,248000.0,0.0,248000.0
WGUSA,242000.0,0.0,242000.0
IFC,128000.0,100000.0,228000.0
WGUSA,207000.0,0.0,207000.0
Jan.,184000.0,0.0,184000.0
FR,181000.0,0.0,181000.0
IFC,176000.0,0.0,176000.0
Abr.,174000.0,0.0,174000.0
FUN,172000.0,0.0,172000.0
Jan.,171000.0,0.0,171000.0
SPC,162000.0,0.0,162000.0
IFC,155000.0,0.0,155000.0
Scre.,151000.0,0.0,151000.0
Magn.,151000.0,0.0,151000.0
Orch.,147000.0,0.0,147000.0
Orch.,125000.0,0.0,125000.0
CL,123000.0,0.0,123000.0
Gold.,113000.0,0.0,113000.0
KL,113000.0,0.0,113000.0
Strand,107000.0,0.0,107000.0
CJ,105000.0,0.0,105000.0
Jan.,102000.0,0.0,102000.0
Grav.,101000.0,0.0,101000.0
Eros,99600.0,0.0,99600.0
WGUSA,96800.0,0.0,96800.0
CFI,96000.0,0.0,96000.0
WGUSA,91300.0,0.0,91300.0
CJ,91000.0,0.0,91000.0
FIP,84500.0,0.0,84500.0
Strand,81100.0,0.0,81100.0
KL,78000.0,0.0,78000.0
CJ,63200.0,0.0,63200.0
UTMW,62500.0,0.0,62500.0
CLS,60300.0,0.0,60300.0
Crimson,54200.0,0.0,54200.0
Strand,50500.0,0.0,50500.0
GK,48200.0,0.0,48200.0
CL,46800.0,0.0,46800.0
WGUSA,43100.0,0.0,43100.0
Osci.,41600.0,0.0,41600.0
Magn.,38700.0,0.0,38700.0
KL,37600.0,0.0,37600.0
FM,33400.0,0.0,33400.0
IFC,33100.0,0.0,33100.0
WGUSA,27700.0,0.0,27700.0
KL,26400.0,0.0,26400.0
CAVU,25300.0,0.0,25300.0
Magn.,22900.0,0.0,22900.0
EF,22800.0,0.0,22800.0
Abr.,21900.0,0.0,21900.0
GK,21800.0,0.0,21800.0
Arrow,21000.0,0.0,21000.0
WGUSA,20400.0,0.0,20400.0
WGUSA,20400.0,0.0,20400.0
ADC,20200.0,0.0,20200.0
FM,18400.0,0.0,18400.0
KL,15100.0,0.0,15100.0
WGUSA,14200.0,0.0,14200.0
Sony,14000.0,0.0,14000.0
VE,12500.0,0.0,12500.0
Strand,12400.0,0.0,12400.0
FR,11500.0,0.0,11500.0
Distrib.,8500.0,0.0,8500.0
VE,7800.0,0.0,7800.0
Strand,6600.0,0.0,6600.0
A24,5700.0,0.0,5700.0
FM,5600.0,0.0,5600.0
Sony,5500.0,0.0,5500.0
VE,4200.0,0.0,4200.0
Hiber,3600.0,0.0,3600.0
Distrib.,500.0,0.0,500.0
Magn.,400.0,0.0,400.0
BV,678800000.0,0.0,678800000.0
BV,700100000.0,646900000.0,1347000000.0
Uni.,417700000.0,891800000.0,1309500000.0
BV,608600000.0,634200000.0,1242800000.0
WB,335100000.0,812700000.0,1147800000.0
Fox,216400000.0,687200000.0,903600000.0
Sony,213500000.0,641500000.0,855000000.0
Par.,220200000.0,571000000.0,791200000.0
Fox,318500000.0,460500000.0,779000000.0
WB,159600000.0,494100000.0,653700000.0
BV,216600000.0,406000000.0,622600000.0
WB,137700000.0,445200000.0,582900000.0
WGUSA,1500000.0,577700000.0,579200000.0
WB,2000000.0,542100000.0,544100000.0
WB,145400000.0,384800000.0,530200000.0
BV,201100000.0,328100000.0,529200000.0
Sony,167500000.0,361100000.0,528600000.0
Uni.,270600000.0,241000000.0,511600000.0
Par.,127200000.0,340800000.0,468000000.0
WB,215300000.0,218900000.0,434200000.0
WB (NL),101000000.0,327000000.0,428000000.0
Uni.,120600000.0,274400000.0,395000000.0
BV,213800000.0,179200000.0,393000000.0
Sony,190200000.0,185300000.0,375500000.0
Uni.,100400000.0,271500000.0,371900000.0
WB (NL),117500000.0,248100000.0,365600000.0
LGF,706000.0,361000000.0,361706000.0
Sony,115300000.0,236000000.0,351300000.0
BV,172000000.0,177600000.0,349600000.0
Par.,188000000.0,152900000.0,340900000.0
Uni.,85100000.0,234700000.0,319800000.0
Uni.,68400000.0,236400000.0,304800000.0
WB,140200000.0,157500000.0,297700000.0
Uni.,59900000.0,231100000.0,291000000.0
Fox,58000000.0,230200000.0,288200000.0
WB,58300000.0,216400000.0,274700000.0
Uni.,159300000.0,96100000.0,255400000.0
WB,174500000.0,64000000.0,238500000.0
WB,40900000.0,186400000.0,227300000.0
WB,83200000.0,130900000.0,214100000.0
MGM,115700000.0,98300000.0,214000000.0
BV,99200000.0,98500000.0,197700000.0
Sony,102100000.0,88300000.0,190400000.0
BV,54900000.0,119100000.0,174000000.0
WB,103800000.0,68700000.0,172500000.0
Uni.,67700000.0,100100000.0,167800000.0
Fox,51000000.0,109500000.0,160500000.0
Uni.,4400000.0,154500000.0,158900000.0
Fox,46900000.0,104700000.0,151600000.0
Uni.,69500000.0,67500000.0,137000000.0
BV,100500000.0,32200000.0,132700000.0
Uni.,68500000.0,62900000.0,131400000.0
Par.,67400000.0,53200000.0,120600000.0
LGF,36300000.0,83600000.0,119900000.0
WB (NL),69200000.0,48500000.0,117700000.0
WGUSA,187000.0,114900000.0,115087000.0
Uni.,44900000.0,60800000.0,105700000.0
Uni.,77300000.0,25800000.0,103100000.0
Studio 8,35900000.0,62300000.0,98200000.0
LGF,53500000.0,44100000.0,97600000.0
FoxS,34400000.0,61600000.0,96000000.0
Uni.,41400000.0,53900000.0,95300000.0
STX,48800000.0,45700000.0,94500000.0
Uni.,60300000.0,33700000.0,94000000.0
Sony,46700000.0,46600000.0,93300000.0
Focus,49300000.0,44000000.0,93300000.0
PNT,50300000.0,40900000.0,91200000.0
Par.,43200000.0,47100000.0,90300000.0
LG/S,30800000.0,54000000.0,84800000.0
Uni.,16000000.0,67700000.0,83700000.0
WGUSA,747000.0,82100000.0,82847000.0
STX,44900000.0,35600000.0,80500000.0
A24,44100000.0,35300000.0,79400000.0
WB (NL),54700000.0,23400000.0,78100000.0
Annapurna,47800000.0,28200000.0,76000000.0
Fox,42400000.0,33600000.0,76000000.0
Sony,50100000.0,25800000.0,75900000.0
SGem,26000000.0,49400000.0,75400000.0
LGF,33600000.0,41800000.0,75400000.0
STX,39300000.0,33000000.0,72300000.0
FIP,7900000.0,63600000.0,71500000.0
Par.,68600000.0,0.0,68600000.0
WB,45800000.0,21600000.0,67400000.0
Fox,40800000.0,25500000.0,66300000.0
STX,36100000.0,30200000.0,66300000.0
WB (NL),53100000.0,12800000.0,65900000.0
FoxS,32000000.0,32200000.0,64200000.0
STX,31400000.0,28500000.0,59900000.0
WB,36300000.0,20800000.0,57100000.0
LGF,8300000.0,46400000.0,54700000.0
STX,35400000.0,18400000.0,53800000.0
WB,29800000.0,22300000.0,52100000.0
SGem,30600000.0,21200000.0,51800000.0
Uni.,46800000.0,4600000.0,51400000.0
Fox,6100000.0,44400000.0,50500000.0
VPD,289000.0,46800000.0,47089000.0
LG/S,42500000.0,4200000.0,46700000.0
LGF,43500000.0,2900000.0,46400000.0
Focus,16500000.0,29900000.0,46400000.0
SGem,14800000.0,28200000.0,43000000.0
Par.,21700000.0,20000000.0,41700000.0
Fox,12700000.0,28400000.0,41100000.0
Sony,30600000.0,9900000.0,40500000.0
Global Road,17900000.0,21300000.0,39200000.0
Focus,24600000.0,13600000.0,38200000.0
CL,70800.0,35300000.0,35370800.0
Sony,14800000.0,20300000.0,35100000.0
Fox,29700000.0,5200000.0,34900000.0
MGM,34000000.0,0.0,34000000.0
Par.,31700000.0,1800000.0,33500000.0
Fox,17800000.0,14000000.0,31800000.0
FIP,1300000.0,29900000.0,31200000.0
STX,20700000.0,6800000.0,27500000.0
Global Road,9600000.0,17800000.0,27400000.0
Sony,1700000.0,25600000.0,27300000.0
VPD,127000.0,26300000.0,26427000.0
Studio 8,24000000.0,1900000.0,25900000.0
LGF,25100000.0,0.0,25100000.0
IFC,8000000.0,16600000.0,24600000.0
Aviron,24600000.0,0.0,24600000.0
Affirm,17600000.0,5500000.0,23100000.0
VPD,11800000.0,11100000.0,22900000.0
SGem,20900000.0,876000.0,21776000.0
Sony,20500000.0,236000.0,20736000.0
Annapurna,14900000.0,5700000.0,20600000.0
Trafalgar,4200000.0,16100000.0,20300000.0
WGUSA,104000.0,18500000.0,18604000.0
SPC,9600000.0,8600000.0,18200000.0
LGF,11100000.0,7100000.0,18200000.0
ENTMP,17400000.0,591000.0,17991000.0
WB,18000000.0,0.0,18000000.0
NGE,17500000.0,0.0,17500000.0
A24,548000.0,17000000.0,17548000.0
Amazon,7600000.0,8700000.0,16300000.0
LG/S,15800000.0,0.0,15800000.0
Focus,9400000.0,6300000.0,15700000.0
BH Tilt,8900000.0,6300000.0,15200000.0
BH Tilt,12000000.0,2400000.0,14400000.0
BST,7700000.0,6600000.0,14300000.0
Annapurna,3100000.0,10000000.0,13100000.0
Uni.,10800000.0,2100000.0,12900000.0
Global Road,6700000.0,6000000.0,12700000.0
Magn.,1400.0,12300000.0,12301400.0
Sony,1300000.0,10900000.0,12200000.0
Focus,6800000.0,5000000.0,11800000.0
MBox,258000.0,11400000.0,11658000.0
Greenwich,1600000.0,9900000.0,11500000.0
FoxS,11300000.0,0.0,11300000.0
STX,5000000.0,6000000.0,11000000.0
CJ,94500.0,10600000.0,10694500.0
LGF,5700000.0,4300000.0,10000000.0
GK,35800.0,9600000.0,9635800.0
LGF,9200000.0,336000.0,9536000.0
FoxS,8800000.0,0.0,8800000.0
Focus,3300000.0,5400000.0,8700000.0
Focus,2000000.0,6600000.0,8600000.0
LGF,448000.0,8000000.0,8448000.0
Amazon,2500000.0,5400000.0,7900000.0
BST,3500000.0,4400000.0,7900000.0
Spanglish,2600000.0,5200000.0,7800000.0
Amazon,4099999.0,3700000.0,7799999.0
BST,5000000.0,2500000.0,7500000.0
Distrib.,37100.0,7300000.0,7337100.0
Sony,390000.0,6200000.0,6590000.0
ENTMP,6100000.0,0.0,6100000.0
Orion,6100000.0,0.0,6100000.0
BST,6000000.0,0.0,6000000.0
FUN,5800000.0,0.0,5800000.0
Annapurna,1500000.0,4000000.0,5500000.0
Blue Fox,91000.0,5300000.0,5391000.0
BST,5100000.0,0.0,5100000.0
LG/S,4300000.0,530000.0,4830000.0
Amazon,4600000.0,0.0,4600000.0
BST,2300000.0,2200000.0,4500000.0
VE,4300000.0,0.0,4300000.0
Scre.,29500.0,4200000.0,4229500.0
Yash,330000.0,3900000.0,4230000.0
PNT,4200000.0,0.0,4200000.0
Amazon,1400000.0,2500000.0,3900000.0
Aviron,1600000.0,2200000.0,3800000.0
RAtt.,3700000.0,0.0,3700000.0
Electric,3400000.0,0.0,3400000.0
Cohen,200000.0,3100000.0,3300000.0
Magn.,3300000.0,0.0,3300000.0
Sony,2000000.0,1200000.0,3200000.0
WB,3200000.0,0.0,3200000.0
IFC,1100000.0,2000000.0,3100000.0
PNT,2800000.0,0.0,2800000.0
Amazon,2500000.0,0.0,2500000.0
VE,1300.0,2500000.0,2501300.0
SPC,2400000.0,0.0,2400000.0
GK,2400000.0,0.0,2400000.0
VE,491000.0,1700000.0,2191000.0
SPC,2000000.0,0.0,2000000.0
Fathom,1900000.0,0.0,1900000.0
SPC,1700000.0,0.0,1700000.0
LGF,1400.0,1500000.0,1501400.0
RAtt.,1400000.0,0.0,1400000.0
SPC,1300000.0,0.0,1300000.0
SPC,1300000.0,0.0,1300000.0
RLJ,1200000.0,0.0,1200000.0
Eros,1200000.0,0.0,1200000.0
A24,1200000.0,0.0,1200000.0
Swen,1000000.0,0.0,1000000.0
Eros,1000000.0,0.0,1000000.0
Cohen,1000000.0,0.0,1000000.0
EOne,990000.0,0.0,990000.0
IFC,725000.0,229000.0,954000.0
FR,905000.0,0.0,905000.0
PackYourBag,901000.0,0.0,901000.0
Uni.,833000.0,0.0,833000.0
GK,813000.0,0.0,813000.0
RAtt.,800000.0,0.0,800000.0
Fathom,789000.0,0.0,789000.0
RAtt.,750000.0,0.0,750000.0
WGUSA,719000.0,0.0,719000.0
SPC,619000.0,0.0,619000.0
Fathom,616000.0,0.0,616000.0
Fathom,583000.0,0.0,583000.0
Eros,567000.0,0.0,567000.0
SPC,566000.0,0.0,566000.0
Fathom,550000.0,0.0,550000.0
GK,525000.0,0.0,525000.0
CJ,501000.0,0.0,501000.0
SPC,466000.0,0.0,466000.0
SPC,462000.0,0.0,462000.0
Gaum.,411000.0,0.0,411000.0
Fathom,394000.0,0.0,394000.0
FM,375000.0,0.0,375000.0
Greenwich,365000.0,0.0,365000.0
Grindstone,10000.0,256000.0,266000.0
BST,260000.0,0.0,260000.0
Eros,250000.0,0.0,250000.0
Neon,231000.0,0.0,231000.0
Abr.,231000.0,0.0,231000.0
Fathom,221000.0,0.0,221000.0
Fathom,194000.0,0.0,194000.0
Osci.,186000.0,0.0,186000.0
Elev.,186000.0,0.0,186000.0
PackYourBag,182000.0,0.0,182000.0
CL,181000.0,0.0,181000.0
CJ,179000.0,0.0,179000.0
MBox,177000.0,0.0,177000.0
VPD,170000.0,0.0,170000.0
Cohen,168000.0,0.0,168000.0
IFC,149000.0,0.0,149000.0
Vita.,149000.0,0.0,149000.0
Conglomerate,147000.0,0.0,147000.0
Orch.,126000.0,0.0,126000.0
MBox,120000.0,0.0,120000.0
MUBI,117000.0,0.0,117000.0
WGUSA,115000.0,0.0,115000.0
CJ,112000.0,0.0,112000.0
Orch.,112000.0,0.0,112000.0
CJ,111000.0,0.0,111000.0
MBox,109000.0,0.0,109000.0
IFC,109000.0,0.0,109000.0
FM,108000.0,0.0,108000.0
Eros,104000.0,0.0,104000.0
Eros,103000.0,0.0,103000.0
Magn.,103000.0,0.0,103000.0
Neon,102000.0,0.0,102000.0
WGUSA,101000.0,0.0,101000.0
Darin Southa,93200.0,5200.0,98400.0
FM,89300.0,0.0,89300.0
IFC,88000.0,0.0,88000.0
KL,83900.0,0.0,83900.0
Cohen,82300.0,0.0,82300.0
EOne,78000.0,0.0,78000.0
Eros,75900.0,0.0,75900.0
CJ,75100.0,0.0,75100.0
KL,74800.0,0.0,74800.0
OutF,73500.0,0.0,73500.0
Magn.,73300.0,0.0,73300.0
FM,43200.0,30000.0,73200.0
Eros,72000.0,0.0,72000.0
Magn.,67600.0,0.0,67600.0
Super,52100.0,0.0,52100.0
FM,50900.0,0.0,50900.0
Super,46300.0,0.0,46300.0
Cohen,44300.0,0.0,44300.0
KL,44200.0,0.0,44200.0
IFC,41900.0,0.0,41900.0
CL,37700.0,0.0,37700.0
WGUSA,37100.0,0.0,37100.0
Distrib.,36400.0,0.0,36400.0
MBox,28300.0,0.0,28300.0
FM,26200.0,0.0,26200.0
Scre.,24300.0,0.0,24300.0
Strand,22100.0,0.0,22100.0
Uni.,22000.0,0.0,22000.0
KL,21600.0,0.0,21600.0
CL,20700.0,0.0,20700.0
Strand,18400.0,0.0,18400.0
Icar.,17800.0,0.0,17800.0
IFC,14000.0,0.0,14000.0
CARUSEL,13000.0,0.0,13000.0
CLS,12900.0,0.0,12900.0
Men.,12200.0,0.0,12200.0
PDF,11700.0,0.0,11700.0
Strand,11400.0,0.0,11400.0
CARUSEL,10000.0,0.0,10000.0
Osci.,8900.0,0.0,8900.0
Magn.,6200.0,0.0,6200.0
FM,4800.0,0.0,4800.0
Sony,2500.0,0.0,2500.0
Synergetic,2400.0,0.0,2400.0
Grav.,1700.0,0.0,1700.0
